0,0.446835544,0.155300372,0.211597539,0.462777175
0,0.162664294,0.399391976,0.190485052,0.251298879
0,0.221012801,0.368473928,0.362989649,0.452305567
0,0.173365673,0.345243237,0.369499796,0.37430076
0,0.148177206,0.358837999,0.21038946,0.401415458
0,0.366761515,0.232613652,0.264068321,0.245281021
0,0.40840815,0.312071837,0.570260884,0.175990145
0,0.372457935,0.251766536,0.294861267,0.39073301
0,0.122862931,0.037962522,0.363839734,0.202345286
0,0.321947225,0.323678762,0.270354801,0.214145462
0,0.107508865,0.323283257,0.185212535,0.228352967
0,0.143560373,0.294250719,0.248363573,0.283883387
0,0.224442397,0.359853694,0.274911251,0.246782321
0,0.210448609,0.352172532,0.283801226,0.466303289
0,0.169054541,0.242325431,0.432634914,0.280784142
0,0.269219267,0.35286507,0.090351522,0.29074699
0,0.258576476,0.269822297,0.294508878,0.399307683
0,0.353329495,0.149007476,0.200300763,0.364320769
0,0.355751512,0.301602578,0.316939147,0.229323471
0,0.285940598,0.298881233,0.144853391,0.15907196
0,0.144037956,0.2630443,0.281101578,0.307858608
0,0.309094282,0.443380628,0.056360557,0.438009415
0,0.411758163,0.509254881,0.183372233,0.43182156
0,0.336609396,0.38468504,0.207138575,0.280820072
0,0.168797291,0.288482386,0.425725397,0.292738155
0,0.273232509,0.429017332,0.137501522,0.404635797
0,0.409634047,0.321733116,0.289918017,0.386284715
0,0.33130028,0.235676552,0.308254478,0.301726726
0,0.11338687,0.238661283,0.200319925,0.409271891
0,0.272832895,0.221559182,0.3972174,0.537129217
0,0.457941904,0.30176952,0.205720407,0.338238181
0,0.077006988,0.398808587,0.383989184,0.380522172
0,0.341170385,0.443223651,0.312835574,0.38907681
0,0.235865496,0.199842035,0.212358358,0.384888607
0,0.350217082,0.373967517,0.279312755,0.430013805
0,0.354743987,0.19668196,0.166162558,0.153927967
0,0.239548752,0.101592759,0.169555218,0.214052821
0,0.53929748,0.403756572,0.348756467,0.280717754
0,0.416380587,0.20594612,0.36323622,0.208056663
0,0.134454791,0.118536886,0.299600422,0.456894526
0,0.185553499,0.428051871,0.106281091,0.312581112
0,0.303286018,0.166607363,0.203481681,0.38630144
0,0.367116945,0.166207952,0.260459914,0.305354889
0,0.365027682,0.265728833,0.378585869,0.243384768
0,0.382136653,0.223677893,0.366587466,0.36438409
0,0.284869748,0.350941523,0.24924936,0.364540508
0,0.314298814,0.246578042,0.208440228,0.356482762
0,0.133086275,0.364480851,0.447870032,0.531815143
0,0.441077286,0.510925427,0.512471331,0.152450268
0,0.201692162,0.38085283,0.210760286,0.191535403
0,0.323736519,0.263973077,0.383770497,0.299414815
0,0.095926468,0.410264422,0.285822266,0.450611018
0,0.384368207,0.267471796,0.255890297,0.169478146
0,0.289188609,0.381232001,0.422450863,0.398370935
0,0.266421897,0.298518403,0.238895888,0.385078142
0,0.291812508,0.512970228,0.329907362,0.31155454
0,0.225933877,0.29547996,0.15834232,0.42016627
0,0.21858169,0.271092632,0.32894546,0.350921012
0,0.094428516,0.20116812,0.351744473,0.465016985
0,0.349541865,0.466728464,0.219220681,0.100509835
0,0.247192704,0.259519601,0.385770627,0.305444092
0,0.305730438,0.362778526,0.394177487,0.168380145
0,0.313098642,0.133352652,0.315144266,0.249590582
0,0.238553462,0.171507795,0.22692246,0.372188145
0,0.339078282,0.432502569,0.447177158,0.400307405
0,0.313062913,0.38076558,0.355617594,0.295303274
0,0.411053854,0.240829898,0.462665878,0.615697417
0,0.235386647,0.387161446,0.395849716,0.291543827
0,0.240641768,0.388445651,0.362286127,0.17402379
0,0.366251087,0.357377729,0.219420088,0.547272523
0,0.31646896,0.201475731,0.255483157,0.388519177
0,0.352391194,0.336600455,0.088847417,0.430764372
0,0.334551962,0.456316802,0.218766682,0.469684969
0,0.296277955,0.290855197,0.209678374,0.353642607
0,0.273652984,0.353544346,0.246683764,0.3658503
0,0.413025586,0.355776145,0.473976548,0.261910693
0,0.327667165,0.329346459,0.328061476,0.337250506
0,0.215447716,0.345527786,0.357950705,0.296593683
0,0.471567633,0.245301168,0.206890026,0.522818963
0,0.303023339,0.201917483,0.272500082,0.4098405
0,0.323812333,0.382939199,0.236031101,0.391967885
0,0.220255671,0.33971636,0.428546916,0.313175052
0,0.21451275,0.353759817,0.130702463,0.351302468
0,0.340414504,0.414473661,0.258235533,0.420156599
0,0.339144223,0.254684602,0.308604815,0.369652922
0,0.361263578,0.286387314,0.111906957,0.428093169
0,0.354858144,0.484530111,0.358148623,0.278861446
0,0.373581775,0.110465999,0.274870028,0.441906949
0,0.361638851,0.202543389,0.238066086,0.283840993
0,0.347385477,0.240033705,0.302516316,0.398948811
0,0.158409913,0.343722309,0.292759203,0.29828025
0,0.036928851,0.25884649,0.32795358,0.340481118
0,0.32120756,0.363577957,0.25057482,0.435544853
0,0.256678326,0.10067805,0.320336918,0.349913301
0,0.231585022,0.33250431,0.136575713,0.367367892
0,0.316632392,0.270552443,0.168315835,0.362945081
0,0.299557474,0.294939324,0.289933812,0.318951568
0,0.146440296,0.399081684,0.251292579,0.382696694
0,0.224244676,0.32585574,0.240079501,0.436916348
0,0.37006579,0.272634988,0.327249347,0.284173378
1,0.40349115,0.431941796,0.391677268,0.522426328
1,0.375391163,0.440108339,0.414322492,0.505405712
1,0.352716991,0.437573933,0.455631295,0.545957686
1,0.401489943,0.406207084,0.412338832,0.521697548
1,0.441213515,0.465576047,0.372309635,0.474209698
1,0.421353768,0.400209211,0.457875849,0.527301207
1,0.401235814,0.475934201,0.41066014,0.439696924
1,0.383666144,0.509373144,0.353537169,0.494003903
1,0.361232461,0.447617873,0.401885102,0.452233111
1,0.458427385,0.435280202,0.438289534,0.453950485
1,0.388926389,0.442484032,0.396014093,0.449000934
1,0.369709275,0.490534559,0.464071677,0.489248452
1,0.376561479,0.428409813,0.481966304,0.454994911
1,0.429109044,0.443015894,0.443881045,0.478313767
1,0.399011855,0.483676356,0.408378119,0.467359063
