0,0.525349536,0.603108021,0.67220521,0.667077344,0.578475336
0,0.640847194,0.641702427,0.634804364,0.586197273,0.682162053
0,0.661894919,0.521987569,0.582855921,0.661650106,0.568499413
0,0.433819892,0.513129467,0.646967808,0.600495434,0.386241804
0,0.605737584,0.497661421,0.530431677,0.335203672,0.688338885
0,0.376120938,0.500967778,0.452842332,0.572026461,0.697785143
0,0.545763645,0.643019159,0.719270042,0.525449878,0.5507542
0,0.46564194,0.597136348,0.488926792,0.580162966,0.483323329
0,0.536107074,0.393176708,0.689956958,0.59738312,0.575370236
0,0.550438603,0.614270218,0.587791669,0.479444654,0.475575818
0,0.522372835,0.513594478,0.631657152,0.708551419,0.494695416
0,0.734953648,0.546026268,0.451134992,0.62773778,0.683587305
0,0.431583759,0.604918373,0.752427534,0.704040742,0.72130296
0,0.479637449,0.604766049,0.777704482,0.521840482,0.523251011
0,0.277239109,0.642701893,0.580953795,0.440713916,0.484782414
0,0.475372184,0.481099243,0.49680189,0.57052739,0.622847931
0,0.64883538,0.493875096,0.608898015,0.750467676,0.60967201
0,0.605656753,0.668045067,0.519318277,0.553967152,0.514386349
0,0.621505095,0.444035648,0.607020637,0.584431495,0.665576739
0,0.627876727,0.568331754,0.57210689,0.479512964,0.760134151
0,0.371504094,0.446116028,0.498491537,0.656791003,0.552877995
0,0.524815849,0.693297174,0.616527073,0.575054539,0.543596667
0,0.523938205,0.487721736,0.574722435,0.461976779,0.669531409
0,0.662040658,0.597315133,0.529382001,0.52762387,0.554146898
0,0.554019732,0.628166609,0.496244393,0.455097132,0.72150604
0,0.621134082,0.50194475,0.429962194,0.710192663,0.694987584
0,0.61368141,0.537063387,0.597399278,0.331243653,0.724084478
0,0.530986455,0.555334316,0.56560208,0.645938159,0.401144391
0,0.515789827,0.470578619,0.493634956,0.554159536,0.532711821
0,0.731620081,0.63910317,0.50284962,0.733778128,0.590096963
0,0.53506635,0.355694562,0.570952616,0.628161498,0.56479288
0,0.517113809,0.636169523,0.490702615,0.631780866,0.522041585
0,0.526245622,0.517363996,0.568650216,0.453865031,0.729009663
0,0.52429047,0.649815423,0.545338516,0.729216157,0.523417643
0,0.647660682,0.624604118,0.608318458,0.493603927,0.648032129
0,0.750786374,0.490962746,0.454119281,0.469525318,0.534796793
0,0.530741913,0.718717053,0.618462792,0.633693392,0.695663668
0,0.567986732,0.584060318,0.451225277,0.565328604,0.425076899
0,0.511473488,0.344831321,0.47621192,0.473265459,0.637451718
0,0.58773646,0.605575578,0.371408018,0.511051189,0.551660508
0,0.637581484,0.489409696,0.586411223,0.672416686,0.505830357
0,0.63668029,0.574335437,0.597414178,0.645390467,0.738869289
0,0.517636588,0.583940713,0.49476491,0.748743912,0.474034846
0,0.52205079,0.55067487,0.624811094,0.465951204,0.615780997
0,0.528029171,0.752826164,0.688845626,0.474316479,0.642015001
0,0.714569819,0.582089971,0.449468787,0.491228624,0.59821874
0,0.63307317,0.459615758,0.663820841,0.609460703,0.631946716
0,0.676909726,0.653606209,0.665113474,0.588841146,0.687120289
0,0.581243755,0.559392671,0.553433411,0.678267702,0.552103133
0,0.752795349,0.510133341,0.613639654,0.425714077,0.543189393
0,0.35752901,0.517368759,0.555584888,0.555241933,0.547903129
0,0.669742039,0.732458173,0.598728372,0.624858792,0.715497783
0,0.548293136,0.578843066,0.649829577,0.653202085,0.494865541
0,0.668126888,0.67792449,0.548236833,0.562710935,0.721340567
0,0.52778434,0.740981714,0.566713043,0.526807416,0.569184893
0,0.592945045,0.455344413,0.409519393,0.577634437,0.647665479
0,0.550138303,0.501939011,0.614580655,0.629024793,0.400574217
0,0.606986833,0.548117975,0.526568937,0.660686746,0.637759666
0,0.571758918,0.508587601,0.364394874,0.664641205,0.339046723
0,0.472850741,0.611913777,0.654306299,0.593875018,0.716799477
0,0.403828291,0.605235592,0.680365239,0.609084345,0.42336908
0,0.512073235,0.587593459,0.467428668,0.616077309,0.622464383
0,0.497384132,0.492115243,0.432551418,0.568279252,0.431181229
0,0.694612533,0.652043743,0.605138043,0.603516696,0.708820007
0,0.684211326,0.509974905,0.610583194,0.581344774,0.472905316
0,0.506289273,0.549440361,0.433248055,0.555568203,0.493764891
0,0.570766959,0.754812604,0.408482646,0.652228501,0.501170372
0,0.487598329,0.67736645,0.481087574,0.606728952,0.579374762
0,0.520816318,0.525612515,0.62395231,0.682079906,0.608938788
0,0.648936269,0.644960848,0.59930563,0.652549878,0.535945605
